flight_no,airline,origin,destination,dep_hour,weather,delay_minutes
F9403,Air India,DEN,LAX,8,CLOUDY,29
MQ3200,AirAsia,DFW,LBB,8,FOG,72
OO2587,Air India,LAX,TUS,8,CLOUDY,-18
OO4670,Akasa Air,BNA,MSP,8,RAIN,-19
OO5259,Air India,DEN,STL,8,STORM,0
OO4476,GoAir,SEA,PSP,8,FOG,27
OO4597,IndiGo,LAX,JAC,8,SUNNY,-10
OO5469,IndiGo,AVL,ORD,8,CLOUDY,16
OO5533,Air India,DEN,BIL,8,SNOW,-20
OO5253,Akasa Air,DEN,TUS,8,CLEAR,22
OO6404,Akasa Air,SFO,EUG,8,CLOUDY,-9
OO6407,SpiceJet,ORD,ASE,8,CLEAR,0
OO6527,SpiceJet,EUG,SFO,8,STORM,-17
B6606,Air India,LGB,SEA,8,CLEAR,-20
OO4983,IndiGo,DTW,DEN,8,FOG,8
OO6379,AirAsia,ORD,SAT,8,FOG,-3
OO6343,SpiceJet,SFO,SNA,8,CLEAR,-5
OO5181,SpiceJet,LAX,ASE,8,RAIN,6
UA1509,Air India,IAD,IAH,8,CLEAR,14
UA1611,Vistara,LAX,IAH,8,FOG,7
EV6171,AirAsia,HDN,DEN,8,RAIN,84
HA342,IndiGo,HNL,ITO,8,CLEAR,9
OO5366,SpiceJet,JMS,DEN,8,CLEAR,NA
OO6389,AirAsia,ORD,TVC,8,SNOW,-5
UA786,AirAsia,SMF,IAD,8,SNOW,-14
DL2350,Delta,DTW,JFK,8,STORM,-36
OO6360,Air India,DEN,MTJ,8,FOG,-2
OO6452,SpiceJet,FAT,LAX,8,STORM,42
UA229,Akasa Air,IAD,SAN,8,SNOW,1
UA326,AirAsia,IAD,SEA,8,SUNNY,-4
UA345,IndiGo,SNA,IAH,8,CLOUDY,11
US682,US Airways,LAX,RDU,8,CLEAR,-20
US850,US Airways,SYR,CLT,8,CLOUDY,1
US1964,US Airways,PWM,CLT,8,FOG,0
UA709,SpiceJet,ORD,SAN,8,CLEAR,-27
VX162,Air India,LAX,EWR,8,SUNNY,-23
WN2098,AirAsia,ATL,PHL,8,STORM,-26
WN3207,Air India,BDL,MCO,8,SNOW,-12
WN912,AirAsia,BWI,STL,8,SUNNY,28
WN376,IndiGo,DAL,DEN,8,STORM,-17
WN488,AirAsia,DAL,MCO,8,RAIN,-16
WN873,IndiGo,ELP,DAL,8,FOG,19
WN399,Vistara,ISP,BWI,8,STORM,-15
WN833,IndiGo,JAX,ATL,8,SUNNY,-13
WN2400,GoAir,SAN,HOU,8,STORM,-3
WN125,GoAir,SMF,DEN,8,RAIN,29
UA1481,GoAir,IAD,SJU,8,RAIN,-25
US466,US Airways,BOS,CLT,8,SNOW,-1
US490,US Airways,FLL,CLT,8,FOG,-9
AA44,American Airlines,LAS,JFK,8,STORM,-30
AA1608,American Airlines,PDX,DFW,8,CLEAR,2
AS548,Alaska Airlines,SEA,PSP,8,SNOW,5
B6427,AirAsia,BOS,BWI,8,SNOW,4
B6816,Air India,BUF,BOS,8,SNOW,-6
B6853,SpiceJet,FLL,SJU,8,SUNNY,-6
DL1326,Delta,DTW,RSW,8,CLOUDY,-18
DL2190,Delta,JFK,MIA,8,CLOUDY,1
DL2258,Delta,JAX,MSP,8,CLOUDY,4
DL2513,Delta,ATL,OKC,8,CLOUDY,-1
DL55,Delta,ATL,IAH,8,SNOW,-10
DL1578,Delta,ATL,DEN,8,FOG,-3
EV4401,Air India,ORD,CHS,8,SNOW,-12
EV4722,AirAsia,ROA,ORD,8,FOG,-6
EV4948,IndiGo,RIC,ATL,8,STORM,-27
EV5276,Air India,CHA,ATL,8,SNOW,-9
EV5477,Vistara,CLE,ATL,8,SNOW,-31
EV5537,SpiceJet,EYW,ATL,8,CLOUDY,-14
EV5936,Akasa Air,ISN,DEN,8,STORM,-33
F9553,Vistara,DEN,SAN,8,RAIN,-14
HA111,GoAir,ITO,OGG,8,CLEAR,52
MQ3474,GoAir,BNA,LGA,8,FOG,-7
MQ3544,AirAsia,DFW,CAE,8,STORM,NA
MQ3576,Vistara,MEM,MIA,8,FOG,-17
NK188,Spirit Airlines,LAS,DTW,8,CLOUDY,5
NK103,Spirit Airlines,MYR,FLL,8,CLOUDY,-21
NK695,Spirit Airlines,BWI,LAS,8,STORM,25
OO6234,Akasa Air,ABQ,SFO,8,CLEAR,17
UA250,IndiGo,PDX,IAD,8,CLEAR,-17
UA275,GoAir,LAX,JFK,8,FOG,-24
UA491,SpiceJet,DEN,PHX,8,FOG,-9
UA796,GoAir,IAD,LAS,8,FOG,-2
DL1122,Delta,ATL,RSW,8,RAIN,3
OO6228,Air India,DEN,BOI,8,STORM,-2
OO4993,Vistara,ORD,IND,8,SNOW,-21
UA454,Air India,ORD,PHL,8,RAIN,-28
UA1142,Air India,MCO,DEN,8,CLOUDY,36
AA2243,American Airlines,LGA,MIA,8,CLEAR,-8
B6736,SpiceJet,LGB,SFO,8,STORM,-25
UA1665,AirAsia,ORD,LAX,8,SNOW,16
EV4158,Vistara,ORD,MSY,8,RAIN,-8
HA509,Akasa Air,HNL,LIH,8,FOG,-7
B61168,GoAir,PBI,HPN,8,CLOUDY,-21
EV3261,Vistara,IAD,ATL,8,CLEAR,-16
EV4537,AirAsia,EWR,MEM,8,SNOW,11
HA368,AirAsia,HNL,KOA,8,STORM,1
OO5577,Akasa Air,LAX,BZN,8,RAIN,-4
UA270,GoAir,BWI,DEN,8,FOG,5
UA310,Akasa Air,PBI,EWR,8,SUNNY,-14
US1797,US Airways,BUF,CLT,8,CLEAR,5
US1814,US Airways,PHX,PHL,8,CLEAR,28
US1841,US Airways,DEN,CLT,8,RAIN,-11
US1862,US Airways,JFK,CLT,8,FOG,-5
US2053,US Airways,DTW,CLT,8,CLEAR,8
WN2063,Vistara,LAS,CMH,8,SNOW,-2
WN310,IndiGo,MCO,PVD,8,FOG,-7
WN925,SpiceJet,RNO,SAN,8,RAIN,62
WN676,SpiceJet,SLC,LAS,8,FOG,-20
WN189,Air India,SLC,MDW,8,SNOW,16
WN903,Air India,TPA,BWI,8,SNOW,-15
WN199,Akasa Air,TPA,DCA,8,STORM,-8
WN914,Air India,TUL,MDW,8,SNOW,-27
WN1460,AirAsia,TUS,MDW,8,SUNNY,0
UA1290,Vistara,SNA,ORD,8,SUNNY,-17
UA1498,GoAir,LAX,EWR,8,FOG,-42
US604,US Airways,RSW,CLT,8,CLEAR,0
AA50,American Airlines,SLC,DFW,8,FOG,23
AA300,American Airlines,TUS,ORD,8,STORM,-13
AA314,American Airlines,DFW,ATL,8,RAIN,12
AA240,American Airlines,LAX,DCA,8,STORM,-21
AA1121,American Airlines,LGA,DFW,8,SUNNY,25
AA1217,American Airlines,MSY,DFW,8,CLOUDY,-5
AA1222,American Airlines,TUS,DFW,8,RAIN,26
AA1475,American Airlines,DFW,AUS,8,STORM,20
AA1652,American Airlines,ATL,MIA,8,RAIN,-29
AS4,Alaska Airlines,SEA,DCA,8,STORM,-17
AS766,Alaska Airlines,SEA,BWI,8,FOG,-21
B6123,Vistara,JFK,LAX,8,RAIN,2
B6124,GoAir,LAX,JFK,8,SUNNY,-19
B6493,Vistara,BOS,DEN,8,CLEAR,27
B61776,AirAsia,PHL,BOS,8,RAIN,-26
DL472,Delta,JFK,LAX,8,FOG,13
DL782,Delta,MIA,JFK,8,CLEAR,-5
DL1137,Delta,RDU,ATL,8,STORM,-34
DL1184,Delta,PBI,ATL,8,CLOUDY,-14
DL1197,Delta,LAX,OGG,8,SUNNY,7
AA1368,American Airlines,SFO,DFW,8,STORM,-8
DL1966,Delta,DFW,ATL,8,SNOW,19
DL2012,Delta,JFK,PBI,8,CLOUDY,-17
DL2049,Delta,ATL,SFO,8,FOG,-29
DL2210,Delta,SEA,HNL,8,STORM,-19
DL2277,Delta,JFK,FLL,8,STORM,-29
DL2441,Delta,ATL,MEM,8,SNOW,-15
DL1775,Delta,RSW,DTW,8,FOG,-4
EV5995,IndiGo,CAK,ORD,8,CLEAR,-19
EV6188,AirAsia,CRW,ORD,8,RAIN,39
F9261,IndiGo,DEN,SNA,8,SNOW,2
MQ2832,SpiceJet,DFW,HSV,8,STORM,28
MQ2753,SpiceJet,CMH,ORD,8,RAIN,-16
MQ2897,GoAir,DFW,GPT,8,CLOUDY,NA
MQ2905,Air India,MQT,ORD,8,RAIN,-29
MQ3322,IndiGo,ABI,DFW,8,STORM,NA
MQ3465,GoAir,JFK,RDU,8,SNOW,-9
MQ3586,SpiceJet,CMH,LGA,8,RAIN,-5
NK815,Spirit Airlines,ORD,MSY,8,STORM,-14
OO2642,AirAsia,CHO,ORD,8,SUNNY,-10
OO4700,Vistara,DFW,SLC,8,RAIN,4
OO6378,SpiceJet,ORD,ATL,8,RAIN,88
OO7379,Vistara,SLC,CDC,8,CLEAR,-11
UA1149,SpiceJet,IAD,MCO,8,CLEAR,-9
DL1150,Delta,HNL,LAX,8,SUNNY,2
EV4111,Vistara,EWR,CHS,8,SUNNY,-7
EV5688,Vistara,IAD,CLE,8,SNOW,-22
OO6482,IndiGo,COS,DEN,8,CLOUDY,-4
HA155,Air India,OGG,HNL,8,STORM,-7
UA1161,GoAir,ORD,SFO,8,SUNNY,-8
B62,Akasa Air,FLL,JFK,8,CLEAR,40
NK801,Spirit Airlines,DTW,MCO,8,RAIN,-17
NK812,Spirit Airlines,DFW,TPA,8,RAIN,NA
UA1418,AirAsia,SAT,IAH,8,STORM,3
US2076,US Airways,PBI,CLT,8,SNOW,-9
UA484,Air India,SAN,DEN,8,CLOUDY,-8
VX108,IndiGo,LAX,IAD,8,CLEAR,-26
VX340,AirAsia,SFO,FLL,8,RAIN,3
WN251,AirAsia,AUS,DAL,8,CLEAR,4
WN658,AirAsia,BWI,DEN,8,SNOW,2
WN1841,Akasa Air,CHS,MDW,8,RAIN,-6
WN1851,Akasa Air,LAS,BUR,8,SUNNY,-15
WN321,Akasa Air,ABQ,SAN,8,SNOW,1
WN450,AirAsia,ATL,FLL,8,CLOUDY,0
WN4304,GoAir,SNA,PHX,8,STORM,-8
UA1046,GoAir,EWR,LAS,8,FOG,-18
UA1074,SpiceJet,IAD,DEN,8,SNOW,16
UA1220,Air India,TPA,DEN,8,CLOUDY,21
UA1460,AirAsia,LAX,SFO,8,CLOUDY,0
UA1561,IndiGo,PHX,IAH,8,SUNNY,1
UA1688,IndiGo,ORD,SJU,8,RAIN,-31
US457,US Airways,DFW,PHX,8,SUNNY,-1
US591,US Airways,PHX,SJC,8,FOG,35
AA96,American Airlines,DFW,STL,8,CLOUDY,10
AA242,American Airlines,SFO,ORD,8,SUNNY,-4
AA1301,American Airlines,MSP,DFW,8,SUNNY,NA
B6337,Air India,BDL,MCO,8,CLOUDY,96
DL2013,Delta,ATL,LAS,8,SUNNY,-16
DL2198,Delta,MSP,DTW,8,STORM,-14
DL2416,Delta,MCO,JFK,8,RAIN,-17
DL196,Delta,MCI,ATL,8,CLEAR,-21
DL323,Delta,ATL,SJU,8,SUNNY,-11
DL1510,Delta,PHL,MSP,8,FOG,-26
DL1759,Delta,IND,ATL,8,CLOUDY,-25
EV6146,AirAsia,IAD,GSO,8,RAIN,1
EV6183,SpiceJet,FSD,DEN,8,CLOUDY,-3
F91376,SpiceJet,IAD,MIA,8,STORM,-16
HA23,Air India,OAK,OGG,8,SNOW,-8
MQ3429,Vistara,CVG,DFW,8,CLOUDY,NA
MQ3430,IndiGo,DSM,ORD,8,STORM,21
OO5242,AirAsia,LAX,AUS,8,SUNNY,20
OO5538,SpiceJet,MFR,SFO,8,RAIN,-11
OO6551,SpiceJet,SLC,PHX,8,RAIN,8
OO6604,Akasa Air,GJT,PHX,8,SNOW,9
UA1150,Air India,MSY,DEN,8,FOG,-6
DL2183,Delta,ATL,ORD,8,SUNNY,10
OO6571,Akasa Air,PHX,YUM,8,CLOUDY,12
DL1134,Delta,ATL,PBI,8,SNOW,-3
DL110,Delta,ATL,LAX,8,FOG,5
EV5698,Akasa Air,IAD,PIT,8,FOG,3
UA581,Vistara,DEN,IAD,8,SNOW,-13
UA1209,GoAir,LAX,DEN,8,RAIN,60
UA1739,Akasa Air,SFO,EWR,8,RAIN,-17
EV4198,Vistara,BNA,IAH,8,CLOUDY,8
OO6216,AirAsia,PSP,DEN,8,SNOW,81
US826,US Airways,PHL,CLT,8,STORM,-15
UA596,Vistara,SEA,IAH,8,CLEAR,-8
US718,US Airways,SFO,PHL,8,SNOW,-4
US832,US Airways,RSW,DCA,8,CLOUDY,2
US2024,US Airways,SEA,PHX,8,FOG,-4
UA523,SpiceJet,ORD,DEN,8,STORM,76
UA1014,IndiGo,AUS,IAH,8,RAIN,-12
WN774,SpiceJet,ATL,MDW,8,RAIN,1
WN3486,Air India,BWI,ABQ,8,SUNNY,35
WN4122,GoAir,BWI,MEM,8,CLOUDY,-4
WN961,Air India,BWI,RSW,8,CLEAR,-21
WN3565,Vistara,MCO,IND,8,SNOW,-12
US450,US Airways,DCA,LAS,8,CLOUDY,-31
AA270,American Airlines,HNL,LAX,8,FOG,-15
AA385,American Airlines,BNA,DFW,8,STORM,-25
AA1479,American Airlines,CLT,DFW,8,FOG,-4
AA1667,American Airlines,DFW,MSY,8,CLEAR,8
AS860,Alaska Airlines,HNL,SEA,8,STORM,-30
B61701,Vistara,JFK,FLL,8,CLOUDY,17
DL661,Delta,ATL,STT,8,CLOUDY,-5
DL1477,Delta,ORD,ATL,8,RAIN,-18
DL1952,Delta,ATL,TLH,8,CLOUDY,-11
DL2130,Delta,RSW,LGA,8,RAIN,30
DL1591,Delta,CLT,ATL,8,CLEAR,-14
DL1741,Delta,CVG,SLC,8,SUNNY,-11
EV2517,Akasa Air,DFW,MLI,8,FOG,NA
MQ2967,Air India,DFW,SAV,8,SUNNY,NA
MQ2993,Air India,TVC,ORD,8,SUNNY,-31
MQ3676,Akasa Air,DFW,AMA,8,CLOUDY,NA
NK571,Spirit Airlines,TPA,FLL,8,SNOW,-13
OO4630,Air India,COS,SLC,8,STORM,-2
OO6506,Akasa Air,LAX,BOI,8,CLEAR,2
UA1633,IndiGo,EWR,ATL,8,STORM,-8
DL2380,Delta,ATL,JAX,8,SUNNY,-11
UA1666,GoAir,TPA,CLE,8,FOG,-13
F9573,Akasa Air,DEN,SLC,8,SNOW,-13
OO5548,GoAir,BUR,DEN,8,SUNNY,18
OO6458,Air India,FAT,DEN,8,STORM,270
UA792,AirAsia,ORD,SNA,8,SUNNY,-2
UA1162,Vistara,EWR,BOS,8,RAIN,-21
B6281,IndiGo,JFK,HOU,8,SNOW,-9
US1753,US Airways,MIA,CLT,8,RAIN,0
US1937,US Airways,TPA,CLT,8,SNOW,-2
UA443,IndiGo,JFK,LAX,8,CLEAR,-4
UA725,IndiGo,ORD,PHX,8,STORM,37
UA790,Vistara,SFO,IAH,8,FOG,-12
UA1024,AirAsia,EWR,SFO,8,FOG,-27
VX360,GoAir,LAX,BOS,8,SNOW,-28
WN2605,SpiceJet,BWI,CHS,8,SUNNY,-12
WN851,IndiGo,BWI,CLT,8,SNOW,4
WN563,SpiceJet,BWI,PBI,8,FOG,-6
WN7,GoAir,DAL,HOU,8,RAIN,5
WN2599,Vistara,DAL,TPA,8,SUNNY,-2
WN4218,SpiceJet,FLL,BNA,8,SNOW,-11
WN881,GoAir,FLL,DEN,8,RAIN,-12
WN1800,AirAsia,MCO,SJU,8,CLEAR,-15
WN2551,SpiceJet,MDW,LAS,8,SUNNY,-11
WN411,Vistara,SAN,AUS,8,SUNNY,-8
WN693,Akasa Air,STL,DAL,8,CLOUDY,-18
WN1074,Vistara,PDX,MCI,8,CLEAR,5
UA1083,Vistara,IAD,LAX,8,STORM,-1
UA1443,SpiceJet,IAD,STT,8,STORM,-13
UA1662,GoAir,DCA,SFO,8,RAIN,-9
US628,US Airways,DFW,CLT,8,FOG,10
AA395,American Airlines,ORD,SJU,8,FOG,310
AA275,American Airlines,MCO,MIA,8,SUNNY,-12
AA1231,American Airlines,SJC,DFW,8,SUNNY,-2
AA1110,American Airlines,DFW,LGA,8,STORM,-13
AA1352,American Airlines,STL,ORD,8,FOG,33
AA1296,American Airlines,AUS,DFW,8,CLOUDY,-14
AA1082,American Airlines,MIA,LGA,8,CLOUDY,-11
AA1085,American Airlines,JFK,MIA,8,CLEAR,-12
AA2263,American Airlines,DFW,CMH,8,SNOW,NA
AA2430,American Airlines,LAX,DFW,8,CLEAR,-3
AS34,Alaska Airlines,SEA,ORD,8,CLOUDY,-2
AS774,Alaska Airlines,SEA,TPA,8,STORM,-25
B6133,Akasa Air,BOS,SFO,8,RAIN,11
B627,Akasa Air,EWR,MCO,8,SNOW,-16
B6465,IndiGo,BOS,RSW,8,CLEAR,-8
B61077,Akasa Air,BOS,LAS,8,RAIN,4
B6905,AirAsia,JFK,ORD,8,RAIN,-5
DL414,Delta,SFO,JFK,8,RAIN,83
DL485,Delta,JFK,ATL,8,SUNNY,-33
DL611,Delta,LAX,HNL,8,CLEAR,0
DL784,Delta,ATL,MSP,8,SNOW,8
DL974,Delta,DTW,MKE,8,STORM,150
DL989,Delta,DTW,TPA,8,STORM,8
DL1153,Delta,TPA,ATL,8,CLOUDY,-18
AA1357,American Airlines,JFK,SJU,8,RAIN,-34
AA903,American Airlines,LAX,EGE,8,STORM,16
DL2050,Delta,BOS,MCO,8,CLOUDY,-27
DL2119,Delta,LGA,MSP,8,SUNNY,-11
DL2122,Delta,PHX,DTW,8,CLEAR,15
DL2192,Delta,TPA,DTW,8,CLOUDY,-10
DL2328,Delta,MCO,DTW,8,SUNNY,27
DL1524,Delta,SLC,ATL,8,SNOW,-2
DL1718,Delta,MCO,ATL,8,CLEAR,-31
DL1733,Delta,DAL,ATL,8,STORM,-17
B61567,SpiceJet,HPN,PBI,8,SUNNY,-6
EV2548,Air India,DFW,BTR,8,CLEAR,8
EV5288,IndiGo,RIC,MSP,8,CLEAR,6
EV5589,AirAsia,ATL,MOB,8,STORM,-22
F9530,GoAir,DEN,MDW,8,SUNNY,-2
F9903,Vistara,TTN,FLL,8,RAIN,-16
MQ2969,Akasa Air,CVG,ORD,8,CLEAR,-16
MQ3277,Vistara,GRR,ORD,8,FOG,-19
MQ3433,SpiceJet,DFW,JAN,8,CLOUDY,NA
MQ3481,SpiceJet,FWA,ORD,8,CLEAR,-5
NK657,Spirit Airlines,FLL,MSY,8,SUNNY,-14
NK847,Spirit Airlines,LGA,ORD,8,SNOW,43
OO6207,SpiceJet,SFO,LAS,8,FOG,0
OO4655,IndiGo,MOT,MSP,8,STORM,-16
OO4539,IndiGo,TUS,SLC,8,FOG,3
OO5446,AirAsia,ORD,FWA,8,FOG,-10
OO4730,IndiGo,TUL,SLC,8,RAIN,-14
MQ3222,Akasa Air,DFW,MSN,8,FOG,NA
OO5544,Air India,DEN,BIS,8,CLOUDY,-6
OO5636,AirAsia,SFO,MFR,8,CLEAR,-24
OO7367,IndiGo,DTW,APN,8,CLEAR,-14
OO6517,IndiGo,TUS,LAX,8,STORM,14
B6290,SpiceJet,DCA,BOS,8,FOG,-8
DL2025,Delta,ATL,BWI,8,RAIN,-11
EV6184,SpiceJet,LBB,DEN,8,SUNNY,20
HA124,Vistara,LIH,HNL,8,STORM,40
OO5214,Air India,RDU,IAH,8,FOG,6
OO5477,Air India,SBA,LAX,8,SNOW,16
OO5512,SpiceJet,MSN,DEN,8,SNOW,-16
DL2310,Delta,ATL,DFW,8,SUNNY,-18
EV4471,IndiGo,CLT,EWR,8,SUNNY,0
OO5192,GoAir,LAX,JAC,8,CLEAR,-6
UA278,Vistara,SFO,SEA,8,RAIN,-12
US690,US Airways,PHX,HNL,8,STORM,14
US754,US Airways,LAX,PHL,8,RAIN,-23
US1949,US Airways,CLE,CLT,8,STORM,-22
UA549,Air India,ORD,PDX,8,SUNNY,-4
WN681,IndiGo,BWI,DAL,8,FOG,-6
WN4859,SpiceJet,BWI,JAX,8,FOG,-14
WN23,Vistara,DEN,DAL,8,CLEAR,3
WN1093,AirAsia,DEN,TUS,8,FOG,2
WN789,Vistara,DSM,MDW,8,STORM,-22
WN1652,Akasa Air,ECP,BNA,8,CLEAR,-10
WN2182,GoAir,LAS,ABQ,8,RAIN,-14
WN3305,AirAsia,MDW,BHM,8,FOG,-13
WN902,Vistara,SJC,ONT,8,RAIN,-4
WN922,IndiGo,OMA,DEN,8,SNOW,-19
US416,US Airways,GEG,PHX,8,CLEAR,116
US455,US Airways,PHX,SLC,8,CLEAR,-5
US560,US Airways,PHX,SEA,8,CLEAR,-7
AA48,American Airlines,SAN,DFW,8,SNOW,-16
AA1077,American Airlines,BWI,DFW,8,CLOUDY,-11
AA1279,American Airlines,DFW,OMA,8,SNOW,-14
AA1557,American Airlines,IND,DFW,8,CLEAR,-10
AS32,Alaska Airlines,SEA,PHL,8,STORM,-3
AS718,Alaska Airlines,SLC,SAN,8,CLEAR,-7
AS879,Alaska Airlines,SEA,LIH,8,STORM,-21
B61025,GoAir,JFK,TPA,8,SUNNY,-6
B61383,SpiceJet,BOS,RDU,8,RAIN,-21
DL454,Delta,JFK,STT,8,FOG,3
DL1439,Delta,STL,DTW,8,SNOW,-13
DL1444,Delta,DTW,DCA,8,FOG,-39
DL2048,Delta,DTW,LGA,8,SUNNY,-3
DL2063,Delta,DCA,MSP,8,STORM,-18
DL2167,Delta,DTW,SLC,8,CLEAR,-16
DL2243,Delta,RDU,MSP,8,CLEAR,-23
DL2423,Delta,DTW,SEA,8,STORM,-26
DL1945,Delta,DTW,SRQ,8,SUNNY,-37
F9828,Akasa Air,DEN,MCI,8,CLEAR,-12
MQ2755,AirAsia,DFW,LFT,8,CLEAR,NA
MQ3007,SpiceJet,DFW,GRR,8,CLOUDY,NA
MQ3120,Akasa Air,CMI,ORD,8,SNOW,30
MQ3283,IndiGo,DAY,ORD,8,CLEAR,-21
NK121,Spirit Airlines,ORD,RSW,8,FOG,-22
OO5306,SpiceJet,CLD,LAX,8,RAIN,-1
OO2602,Air India,LAX,ELP,8,CLOUDY,5
OO6289,AirAsia,SFO,MMH,8,RAIN,0
OO4608,AirAsia,PDX,SEA,8,CLEAR,0
OO5243,Akasa Air,PIA,DEN,8,STORM,-9
OO5439,Air India,SFO,CEC,8,STORM,3
UA1092,Vistara,FLL,EWR,8,FOG,-9
B6651,Air India,TPA,SJU,8,CLOUDY,0
DL1863,Delta,DTW,MCO,8,STORM,-19
EV4701,Air India,EWR,CMH,8,RAIN,-4
UA1086,GoAir,DTW,IAH,8,CLEAR,8
NK675,Spirit Airlines,MCO,FLL,8,FOG,5
OO5445,SpiceJet,SFO,SBP,8,FOG,88
OO5640,IndiGo,SFO,SBA,8,SUNNY,2
OO6336,GoAir,SFO,RNO,8,SNOW,-9
B61308,IndiGo,IAD,JFK,8,SUNNY,-11
EV4207,Air India,MEM,DEN,8,RAIN,8
EV5555,IndiGo,CAE,ATL,8,SUNNY,-6
F9706,Air India,DEN,MSY,8,RAIN,8
NK872,Spirit Airlines,OAK,ORD,8,STORM,-5
UA1148,Air India,MCO,SFO,8,SUNNY,-26
NK107,Spirit Airlines,DFW,SAN,8,CLOUDY,11
OO5187,IndiGo,ASE,SFO,8,FOG,0
OO5551,Akasa Air,DEN,SEA,8,SNOW,-9
OO5539,Vistara,SFO,SLC,8,CLOUDY,4
OO6459,SpiceJet,ORD,OMA,8,CLOUDY,-12
UA245,GoAir,ORD,RSW,8,CLOUDY,-21
UA306,Vistara,LAX,BWI,8,SNOW,-33
US1831,US Airways,PIT,CLT,8,RAIN,-7
UA567,IndiGo,IAD,SFO,8,STORM,112
UA773,IndiGo,PIT,DEN,8,RAIN,14
VX312,IndiGo,LAX,MCO,8,SUNNY,-2
WN4547,IndiGo,DEN,LAS,8,RAIN,-10
WN2863,GoAir,IND,LAS,8,CLOUDY,-22
WN4660,SpiceJet,LAS,MCO,8,CLEAR,-7
WN1940,Vistara,MDW,DCA,8,RAIN,-20
WN1165,IndiGo,MKE,MCO,8,CLEAR,-19
WN144,GoAir,SEA,DEN,8,CLEAR,2
WN699,IndiGo,SJC,DEN,8,CLEAR,7
WN1782,AirAsia,SMF,LAS,8,SUNNY,8
WN416,SpiceJet,STL,BNA,8,STORM,-14
US491,US Airways,PHX,LAX,8,RAIN,10
AA53,American Airlines,DCA,LAX,8,SUNNY,-12
AA59,American Airlines,LAX,KOA,8,FOG,-1
AA208,American Airlines,LAX,MIA,8,STORM,-6
AA1033,American Airlines,RNO,ORD,8,FOG,52
AA1387,American Airlines,DFW,IAD,8,SUNNY,-9
AA1339,American Airlines,RDU,DFW,8,FOG,7
AA1155,American Airlines,DCA,MIA,8,SNOW,-16
AA1575,American Airlines,PHL,DFW,8,FOG,-12
AA1503,American Airlines,FLL,DFW,8,RAIN,-3
AS38,Alaska Airlines,SEA,FLL,8,FOG,16
AS455,Alaska Airlines,LAX,SEA,8,SUNNY,-7
B6795,Vistara,JFK,AUS,8,RAIN,13
DL1221,Delta,CVG,SEA,8,FOG,-18
DL1995,Delta,ATL,TPA,8,CLEAR,16
DL2316,Delta,DTW,LAS,8,CLEAR,-20
DL1494,Delta,ATL,PHL,8,STORM,-23
DL1579,Delta,DTW,MIA,8,CLOUDY,-25
AA2385,American Airlines,DFW,JAX,8,FOG,34
EV2556,SpiceJet,DFW,CLL,8,SNOW,NA
EV4169,Vistara,BHM,IAH,8,FOG,14
EV5283,Akasa Air,EVV,DTW,8,CLEAR,-12
EV6149,Akasa Air,DAY,ORD,8,RAIN,-21
HA1,SpiceJet,LAX,HNL,8,SUNNY,19
HA121,Akasa Air,ITO,HNL,8,STORM,1
MQ3342,AirAsia,DFW,LEX,8,FOG,NA
MQ3364,Vistara,DFW,BHM,8,SNOW,NA
NK151,Spirit Airlines,ACY,PBI,8,FOG,-1
OO4441,AirAsia,BIS,MSP,8,STORM,-32
OO5223,AirAsia,SLC,SFO,8,CLOUDY,0
OO5534,AirAsia,MSO,DEN,8,FOG,16
OO6508,GoAir,SFO,ASE,8,RAIN,5
OO4585,GoAir,DTW,LAN,8,CLOUDY,11
UA1615,GoAir,SFO,IAD,8,RAIN,-23
OO4451,SpiceJet,OAK,LAX,8,RAIN,-11
UA496,AirAsia,SFO,PDX,8,FOG,-11
DL745,Delta,DTW,SFO,8,RAIN,-33
F9520,Air India,DEN,CLE,8,RAIN,16
HA117,AirAsia,KOA,HNL,8,SNOW,-7
OO5398,AirAsia,SMF,SFO,8,CLEAR,6
DL1319,Delta,DTW,ORD,8,CLEAR,-20
US713,US Airways,JAX,CLT,8,STORM,-9
US1729,US Airways,MCO,CLT,8,CLOUDY,-1
US1751,US Airways,SEA,PHL,8,STORM,37
UA538,Air India,ORD,SRQ,8,RAIN,4
UA641,Air India,LAX,HNL,8,FOG,NA
UA1010,Vistara,MCO,EWR,8,STORM,6
WN1966,Air India,ATL,JAX,8,SUNNY,NA
WN3852,SpiceJet,ATL,LGA,8,CLOUDY,-11
WN3157,Air India,BNA,PHX,8,CLEAR,-2
WN1158,GoAir,DEN,BWI,8,CLOUDY,-4
WN2246,Vistara,DTW,ATL,8,RAIN,-19
WN2243,GoAir,LAS,OMA,8,CLOUDY,-12
WN1587,AirAsia,MCO,DEN,8,FOG,-14
WN4476,Air India,MDW,OAK,8,CLEAR,-21
WN1688,IndiGo,MDW,SFO,8,SNOW,-25
WN3774,Akasa Air,MDW,SLC,8,CLOUDY,-19
WN3131,SpiceJet,PHX,SLC,8,SUNNY,5
WN717,GoAir,PIT,BNA,8,SNOW,-31
WN454,Air India,HOU,SAT,8,FOG,-6
WN134,Akasa Air,PHL,DEN,8,SNOW,10
UA1563,AirAsia,IAH,SAN,8,RAIN,-14
UA1744,Air India,LGA,IAH,8,RAIN,-1
US403,US Airways,PHX,SFO,8,SNOW,-3
US410,US Airways,PHX,SNA,8,SUNNY,-8
